source_file,incident_id,field,proposed_value,confidence,rationale
data/t3_split.csv,82,t3_split,T3a,high,incident families app=[content-moderation] harm=[misinformation-content|service-quality]; filing matched app=[content-moderation] harm=[misinformation-content]
data/t3_split.csv,153,t3_split,T3a,high,incident families app=[autonomous-vehicle] harm=[physical-safety]; filing matched app=[autonomous-vehicle] harm=[physical-safety]
data/t3_split.csv,145,t3_split,T3b,medium,incident families app=[autonomous-vehicle] harm=[service-quality]; filing matched app=[autonomous-vehicle] harm=[]
data/t3_split.csv,141,t3_split,T3b,medium,incident families app=[] harm=[ip-copyright]; filing matched app=[] harm=[ip-copyright]
data/t3_split.csv,125,t3_split,T3b,medium,incident families app=[] harm=[physical-safety]; filing matched app=[] harm=[physical-safety]
data/t3_split.csv,156,t3_split,T3b,medium,incident families app=[recommender-ranking] harm=[harmful-content-minors]; filing matched app=[recommender-ranking] harm=[]
data/t3_split.csv,143,t3_split,T3b,medium,incident families app=[content-moderation] harm=[service-quality]; filing matched app=[content-moderation] harm=[]
data/t3_split.csv,157,t3_split,T3b,low,incident families app=[] harm=[physical-safety]; filing matched app=[] harm=[]
data/t3_split.csv,139,t3_split,T3b,medium,incident families app=[recommender-ranking] harm=[misinformation-content]; filing matched app=[recommender-ranking] harm=[]
data/t3_split.csv,142,t3_split,T3a,high,incident families app=[ads-targeting|content-moderation] harm=[misinformation-content|service-quality]; filing matched app=[ads-targeting|content-moderation] harm=[service-quality]
data/t3_split.csv,159,t3_split,T3b,medium,incident families app=[autonomous-vehicle] harm=[]; filing matched app=[autonomous-vehicle] harm=[]
data/t3_split.csv,163,t3_split,T3b,medium,incident families app=[] harm=[discrimination-bias|service-quality]; filing matched app=[] harm=[discrimination-bias]
data/t3_split.csv,203,t3_split,T3b,low,incident families app=[] harm=[]; filing matched app=[] harm=[]
data/t3_split.csv,213,t3_split,T3b,medium,incident families app=[ads-targeting] harm=[service-quality]; filing matched app=[ads-targeting] harm=[]
data/t3_split.csv,175,t3_split,T3b,low,incident families app=[] harm=[]; filing matched app=[] harm=[]
data/t3_split.csv,178,t3_split,T3b,medium,incident families app=[autonomous-vehicle] harm=[physical-safety]; filing matched app=[autonomous-vehicle] harm=[]
data/t3_split.csv,220,t3_split,T3b,medium,incident families app=[ads-targeting|content-moderation] harm=[]; filing matched app=[ads-targeting] harm=[]
data/t3_split.csv,221,t3_split,T3a,high,incident families app=[autonomous-vehicle] harm=[physical-safety|service-quality]; filing matched app=[autonomous-vehicle] harm=[physical-safety]
data/t3_split.csv,181,t3_split,T3a,high,incident families app=[autonomous-vehicle] harm=[harmful-content-minors|physical-safety]; filing matched app=[autonomous-vehicle] harm=[physical-safety]
data/t3_split.csv,209,t3_split,T3b,medium,incident families app=[autonomous-vehicle] harm=[physical-safety]; filing matched app=[autonomous-vehicle] harm=[]
data/t3_split.csv,215,t3_split,T3b,medium,incident families app=[content-moderation] harm=[harmful-content-minors|service-quality]; filing matched app=[content-moderation] harm=[]
data/t3_split.csv,208,t3_split,T3b,low,incident families app=[] harm=[physical-safety]; filing matched app=[] harm=[]
data/t3_split.csv,211,t3_split,T3b,low,incident families app=[] harm=[physical-safety]; filing matched app=[] harm=[]
data/t3_split.csv,187,t3_split,T3b,medium,incident families app=[ads-targeting|autonomous-vehicle] harm=[physical-safety]; filing matched app=[autonomous-vehicle] harm=[]
data/t3_split.csv,218,t3_split,T3a,high,incident families app=[autonomous-vehicle] harm=[physical-safety]; filing matched app=[autonomous-vehicle] harm=[physical-safety]
data/t3_split.csv,197,t3_split,T3b,medium,incident families app=[content-moderation|recommender-ranking] harm=[misinformation-content]; filing matched app=[content-moderation|recommender-ranking] harm=[]
data/t3_split.csv,230,t3_split,T3a,high,incident families app=[autonomous-vehicle] harm=[physical-safety]; filing matched app=[autonomous-vehicle] harm=[physical-safety]
data/t3_split.csv,271,t3_split,T3a,high,incident families app=[autonomous-vehicle] harm=[physical-safety]; filing matched app=[autonomous-vehicle] harm=[physical-safety]
data/t3_split.csv,268,t3_split,T3b,medium,incident families app=[content-moderation] harm=[]; filing matched app=[content-moderation] harm=[]
data/t3_split.csv,255,t3_split,T3b,low,incident families app=[] harm=[]; filing matched app=[] harm=[]
data/t3_split.csv,253,t3_split,T3b,low,incident families app=[autonomous-vehicle] harm=[]; filing matched app=[] harm=[]
data/t3_split.csv,256,t3_split,T3b,low,incident families app=[] harm=[]; filing matched app=[] harm=[]
data/t3_split.csv,265,t3_split,T3b,low,incident families app=[] harm=[discrimination-bias|misinformation-content|service-quality]; filing matched app=[] harm=[]
data/t3_split.csv,278,t3_split,T3a,high,incident families app=[generative-llm] harm=[discrimination-bias]; filing matched app=[generative-llm] harm=[discrimination-bias]
data/t3_split.csv,275,t3_split,T3b,medium,incident families app=[content-moderation] harm=[rights-legal]; filing matched app=[content-moderation] harm=[]
data/t3_split.csv,285,t3_split,T3b,medium,incident families app=[speech-nlp] harm=[]; filing matched app=[speech-nlp] harm=[]
data/t3_split.csv,293,t3_split,T3b,medium,incident families app=[autonomous-vehicle] harm=[physical-safety]; filing matched app=[] harm=[physical-safety]
data/t3_split.csv,347,t3_split,T3b,low,incident families app=[autonomous-vehicle] harm=[]; filing matched app=[] harm=[]
data/t3_split.csv,291,t3_split,T3b,medium,incident families app=[ads-targeting|autonomous-vehicle|predictive-scoring] harm=[misinformation-content]; filing matched app=[autonomous-vehicle] harm=[]
data/t3_split.csv,318,t3_split,T3b,medium,incident families app=[ads-targeting|recommender-ranking] harm=[]; filing matched app=[ads-targeting|recommender-ranking] harm=[]
data/t3_split.csv,319,t3_split,T3a,high,incident families app=[autonomous-vehicle] harm=[physical-safety|service-quality]; filing matched app=[autonomous-vehicle] harm=[physical-safety]
data/t3_split.csv,305,t3_split,T3a,high,incident families app=[recommender-ranking] harm=[misinformation-content]; filing matched app=[recommender-ranking] harm=[misinformation-content]
data/t3_split.csv,282,t3_split,T3a,high,incident families app=[ads-targeting|content-moderation] harm=[service-quality]; filing matched app=[content-moderation] harm=[service-quality]
data/t3_split.csv,313,t3_split,T3b,low,incident families app=[] harm=[]; filing matched app=[] harm=[]
data/t3_split.csv,333,t3_split,T3a,high,incident families app=[autonomous-vehicle] harm=[physical-safety]; filing matched app=[autonomous-vehicle] harm=[physical-safety]
data/t3_split.csv,304,t3_split,T3a,high,incident families app=[autonomous-vehicle] harm=[physical-safety]; filing matched app=[autonomous-vehicle] harm=[physical-safety]
data/t3_split.csv,331,t3_split,T3b,low,incident families app=[] harm=[]; filing matched app=[] harm=[]
data/t3_split.csv,337,t3_split,T3b,medium,incident families app=[] harm=[physical-safety]; filing matched app=[] harm=[physical-safety]
data/t3_split.csv,348,t3_split,T3b,medium,incident families app=[recommender-ranking] harm=[]; filing matched app=[recommender-ranking] harm=[]
data/t3_split.csv,311,t3_split,T3b,medium,incident families app=[content-moderation] harm=[discrimination-bias]; filing matched app=[content-moderation] harm=[]
data/t3_split.csv,317,t3_split,T3b,medium,incident families app=[speech-nlp] harm=[service-quality]; filing matched app=[] harm=[service-quality]
data/t3_split.csv,303,t3_split,T3b,medium,incident families app=[] harm=[harmful-content-minors|misinformation-content|service-quality]; filing matched app=[] harm=[harmful-content-minors|misinformation-content|service-quality]
data/t3_split.csv,343,t3_split,T3b,medium,incident families app=[content-moderation] harm=[service-quality]; filing matched app=[content-moderation] harm=[]
data/t3_split.csv,281,t3_split,T3a,high,incident families app=[content-moderation|recommender-ranking] harm=[harmful-content-minors|service-quality]; filing matched app=[content-moderation] harm=[harmful-content-minors]
data/t3_split.csv,322,t3_split,T3a,high,incident families app=[autonomous-vehicle] harm=[physical-safety]; filing matched app=[autonomous-vehicle] harm=[physical-safety]
data/t3_split.csv,367,t3_split,T3a,high,incident families app=[generative-llm] harm=[discrimination-bias|ip-copyright]; filing matched app=[generative-llm] harm=[discrimination-bias]
data/t3_split.csv,393,t3_split,T3b,medium,incident families app=[content-moderation] harm=[service-quality]; filing matched app=[content-moderation] harm=[]
data/t3_split.csv,363,t3_split,T3b,medium,incident families app=[content-moderation] harm=[]; filing matched app=[content-moderation] harm=[]
data/t3_split.csv,400,t3_split,T3b,low,incident families app=[] harm=[]; filing matched app=[] harm=[]
data/t3_split.csv,395,t3_split,T3a,high,incident families app=[vision-biometric] harm=[privacy-surveillance]; filing matched app=[vision-biometric] harm=[privacy-surveillance]
data/t3_split.csv,354,t3_split,T3b,low,incident families app=[] harm=[]; filing matched app=[] harm=[]
data/t3_split.csv,353,t3_split,T3a,high,incident families app=[autonomous-vehicle] harm=[physical-safety]; filing matched app=[autonomous-vehicle] harm=[physical-safety]
data/t3_split.csv,362,t3_split,T3b,medium,incident families app=[content-moderation] harm=[]; filing matched app=[content-moderation] harm=[]
data/t3_split.csv,359,t3_split,T3a,high,incident families app=[content-moderation] harm=[service-quality]; filing matched app=[content-moderation] harm=[service-quality]
data/t3_split.csv,372,t3_split,T3b,low,incident families app=[] harm=[]; filing matched app=[] harm=[]
data/t3_split.csv,386,t3_split,T3b,medium,incident families app=[] harm=[misinformation-content|privacy-surveillance]; filing matched app=[] harm=[privacy-surveillance]
data/t3_split.csv,389,t3_split,T3b,low,incident families app=[autonomous-vehicle] harm=[]; filing matched app=[] harm=[]
data/t3_split.csv,398,t3_split,T3b,medium,incident families app=[autonomous-vehicle|vision-biometric] harm=[service-quality]; filing matched app=[autonomous-vehicle] harm=[]
data/t3_split.csv,399,t3_split,T3b,low,incident families app=[] harm=[]; filing matched app=[] harm=[]
data/t3_split.csv,401,t3_split,T3b,low,incident families app=[] harm=[]; filing matched app=[] harm=[]
data/t3_split.csv,360,t3_split,T3b,medium,incident families app=[generative-llm|robotics-automation|vision-biometric] harm=[privacy-surveillance]; filing matched app=[] harm=[privacy-surveillance]
data/t3_split.csv,414,t3_split,T3b,low,incident families app=[speech-nlp] harm=[]; filing matched app=[] harm=[]
data/t3_split.csv,415,t3_split,T3b,medium,incident families app=[speech-nlp] harm=[]; filing matched app=[speech-nlp] harm=[]
data/t3_split.csv,416,t3_split,T3b,medium,incident families app=[ads-targeting] harm=[discrimination-bias]; filing matched app=[] harm=[discrimination-bias]
data/t3_split.csv,417,t3_split,T3b,medium,incident families app=[recommender-ranking] harm=[physical-safety]; filing matched app=[recommender-ranking] harm=[]
data/t3_split.csv,419,t3_split,T3b,medium,incident families app=[content-moderation] harm=[service-quality]; filing matched app=[content-moderation] harm=[]
data/t3_split.csv,427,t3_split,T3b,low,incident families app=[] harm=[]; filing matched app=[] harm=[]
data/t3_split.csv,434,t3_split,T3a,high,incident families app=[autonomous-vehicle] harm=[harmful-content-minors|physical-safety]; filing matched app=[autonomous-vehicle] harm=[physical-safety]
data/t3_split.csv,436,t3_split,T3b,medium,incident families app=[autonomous-vehicle] harm=[]; filing matched app=[autonomous-vehicle] harm=[]
data/t3_split.csv,446,t3_split,T3b,low,incident families app=[] harm=[service-quality]; filing matched app=[] harm=[]
data/t3_split.csv,447,t3_split,T3b,medium,incident families app=[speech-nlp] harm=[]; filing matched app=[speech-nlp] harm=[]
data/t3_split.csv,459,t3_split,T3b,low,incident families app=[] harm=[]; filing matched app=[] harm=[]
data/t3_split.csv,460,t3_split,T3b,low,incident families app=[] harm=[physical-safety]; filing matched app=[] harm=[]
data/t3_split.csv,465,t3_split,T3b,medium,incident families app=[] harm=[ip-copyright]; filing matched app=[] harm=[ip-copyright]
data/t3_split.csv,467,t3_split,T3b,medium,incident families app=[generative-llm] harm=[misinformation-content]; filing matched app=[generative-llm] harm=[]
data/t3_split.csv,468,t3_split,T3b,low,incident families app=[generative-llm] harm=[misinformation-content]; filing matched app=[] harm=[]
data/t3_split.csv,470,t3_split,T3b,medium,incident families app=[generative-llm] harm=[misinformation-content]; filing matched app=[] harm=[misinformation-content]
data/t3_split.csv,471,t3_split,T3b,low,incident families app=[] harm=[discrimination-bias|service-quality]; filing matched app=[] harm=[]
data/t3_split.csv,473,t3_split,T3b,low,incident families app=[generative-llm] harm=[]; filing matched app=[] harm=[]
data/t3_split.csv,475,t3_split,T3b,low,incident families app=[robotics-automation] harm=[service-quality]; filing matched app=[] harm=[]
data/t3_split.csv,477,t3_split,T3a,high,incident families app=[generative-llm] harm=[misinformation-content]; filing matched app=[generative-llm] harm=[misinformation-content]
data/t3_split.csv,489,t3_split,T3b,low,incident families app=[] harm=[discrimination-bias]; filing matched app=[] harm=[]
data/t3_split.csv,503,t3_split,T3b,low,incident families app=[] harm=[physical-safety]; filing matched app=[] harm=[]
data/t3_split.csv,504,t3_split,T3b,medium,incident families app=[] harm=[misinformation-content]; filing matched app=[] harm=[misinformation-content]
data/t3_split.csv,511,t3_split,T3b,low,incident families app=[recommender-ranking] harm=[service-quality]; filing matched app=[] harm=[]
data/t3_split.csv,522,t3_split,T3b,medium,incident families app=[ads-targeting] harm=[]; filing matched app=[ads-targeting] harm=[]
data/t3_split.csv,525,t3_split,T3a,high,incident families app=[autonomous-vehicle] harm=[physical-safety]; filing matched app=[autonomous-vehicle] harm=[physical-safety]
data/t3_split.csv,528,t3_split,T3b,medium,incident families app=[predictive-scoring] harm=[]; filing matched app=[predictive-scoring] harm=[]
data/t3_split.csv,533,t3_split,T3b,medium,incident families app=[autonomous-vehicle] harm=[service-quality]; filing matched app=[autonomous-vehicle] harm=[]
data/t3_split.csv,539,t3_split,T3b,medium,incident families app=[generative-llm] harm=[harmful-content-minors]; filing matched app=[generative-llm] harm=[]
data/t3_split.csv,540,t3_split,T3b,medium,incident families app=[autonomous-vehicle] harm=[physical-safety|service-quality]; filing matched app=[autonomous-vehicle] harm=[]
data/t3_split.csv,550,t3_split,T3a,high,incident families app=[autonomous-vehicle] harm=[physical-safety]; filing matched app=[autonomous-vehicle] harm=[physical-safety]
data/t3_split.csv,552,t3_split,T3b,low,incident families app=[generative-llm] harm=[]; filing matched app=[] harm=[]
data/t3_split.csv,553,t3_split,T3b,medium,incident families app=[generative-llm] harm=[]; filing matched app=[generative-llm] harm=[]
data/t3_split.csv,554,t3_split,T3b,medium,incident families app=[generative-llm] harm=[]; filing matched app=[generative-llm] harm=[]
data/t3_split.csv,560,t3_split,T3b,medium,incident families app=[autonomous-vehicle] harm=[physical-safety]; filing matched app=[autonomous-vehicle] harm=[]
data/t3_split.csv,563,t3_split,T3b,medium,incident families app=[autonomous-vehicle] harm=[physical-safety]; filing matched app=[] harm=[physical-safety]
data/t3_split.csv,570,t3_split,T3b,low,incident families app=[content-moderation] harm=[]; filing matched app=[] harm=[]
data/t3_split.csv,571,t3_split,T3b,low,incident families app=[] harm=[]; filing matched app=[] harm=[]
data/t3_split.csv,574,t3_split,T3b,medium,incident families app=[generative-llm] harm=[service-quality]; filing matched app=[generative-llm] harm=[]
data/t3_split.csv,576,t3_split,T3b,medium,incident families app=[ads-targeting|generative-llm] harm=[]; filing matched app=[ads-targeting|generative-llm] harm=[]
data/t3_split.csv,578,t3_split,T3b,medium,incident families app=[generative-llm] harm=[]; filing matched app=[generative-llm] harm=[]
data/t3_split.csv,580,t3_split,T3b,medium,incident families app=[ads-targeting|predictive-scoring] harm=[discrimination-bias]; filing matched app=[] harm=[discrimination-bias]
data/t3_split.csv,581,t3_split,T3a,high,incident families app=[ads-targeting|generative-llm] harm=[misinformation-content]; filing matched app=[generative-llm] harm=[misinformation-content]
data/t3_split.csv,583,t3_split,T3a,high,incident families app=[recommender-ranking] harm=[harmful-content-minors]; filing matched app=[recommender-ranking] harm=[harmful-content-minors]
data/t3_split.csv,587,t3_split,T3a,high,incident families app=[content-moderation|vision-biometric] harm=[discrimination-bias|misinformation-content]; filing matched app=[vision-biometric] harm=[discrimination-bias]
data/t3_split.csv,591,t3_split,T3b,low,incident families app=[predictive-scoring] harm=[]; filing matched app=[] harm=[]
data/t3_split.csv,595,t3_split,T3b,low,incident families app=[autonomous-vehicle] harm=[]; filing matched app=[] harm=[]
data/t3_split.csv,608,t3_split,T3b,low,incident families app=[recommender-ranking] harm=[service-quality]; filing matched app=[] harm=[]
data/t3_split.csv,609,t3_split,T3b,low,incident families app=[generative-llm] harm=[]; filing matched app=[] harm=[]
data/t3_split.csv,612,t3_split,T3a,high,incident families app=[generative-llm] harm=[physical-safety]; filing matched app=[generative-llm] harm=[physical-safety]
data/t3_split.csv,614,t3_split,T3a,high,incident families app=[generative-llm] harm=[misinformation-content]; filing matched app=[generative-llm] harm=[misinformation-content]
data/t3_split.csv,621,t3_split,T3b,medium,incident families app=[] harm=[discrimination-bias]; filing matched app=[] harm=[discrimination-bias]
data/t3_split.csv,623,t3_split,T3a,high,incident families app=[generative-llm|predictive-scoring] harm=[misinformation-content]; filing matched app=[generative-llm] harm=[misinformation-content]
data/t3_split.csv,637,t3_split,T3b,medium,incident families app=[vision-biometric] harm=[physical-safety]; filing matched app=[vision-biometric] harm=[]
data/t3_split.csv,638,t3_split,T3a,high,incident families app=[autonomous-vehicle|predictive-scoring] harm=[physical-safety|service-quality]; filing matched app=[autonomous-vehicle] harm=[physical-safety]
data/t3_split.csv,640,t3_split,T3b,medium,incident families app=[autonomous-vehicle] harm=[physical-safety]; filing matched app=[] harm=[physical-safety]
data/t3_split.csv,645,t3_split,T3b,medium,incident families app=[generative-llm] harm=[discrimination-bias]; filing matched app=[] harm=[discrimination-bias]
data/t3_split.csv,646,t3_split,T3b,medium,incident families app=[] harm=[harmful-content-minors]; filing matched app=[] harm=[harmful-content-minors]
data/t3_split.csv,647,t3_split,T3b,medium,incident families app=[autonomous-vehicle] harm=[harmful-content-minors|physical-safety|service-quality]; filing matched app=[] harm=[harmful-content-minors|physical-safety]
data/t3_split.csv,654,t3_split,T3a,high,incident families app=[generative-llm] harm=[discrimination-bias]; filing matched app=[generative-llm] harm=[discrimination-bias]
data/t3_split.csv,655,t3_split,T3b,medium,incident families app=[generative-llm] harm=[]; filing matched app=[generative-llm] harm=[]
data/t3_split.csv,674,t3_split,T3a,high,incident families app=[generative-llm] harm=[misinformation-content]; filing matched app=[generative-llm] harm=[misinformation-content]
data/t3_split.csv,684,t3_split,T3b,low,incident families app=[generative-llm|predictive-scoring] harm=[misinformation-content]; filing matched app=[] harm=[]
data/t3_split.csv,686,t3_split,T3a,high,incident families app=[generative-llm] harm=[discrimination-bias]; filing matched app=[generative-llm] harm=[discrimination-bias]
data/t3_split.csv,693,t3_split,T3b,medium,incident families app=[] harm=[misinformation-content|service-quality]; filing matched app=[] harm=[service-quality]
data/t3_split.csv,696,t3_split,T3b,medium,incident families app=[ads-targeting] harm=[]; filing matched app=[ads-targeting] harm=[]
data/t3_split.csv,700,t3_split,T3a,high,incident families app=[generative-llm] harm=[misinformation-content]; filing matched app=[generative-llm] harm=[misinformation-content]
data/t3_split.csv,707,t3_split,T3a,high,incident families app=[autonomous-vehicle] harm=[physical-safety]; filing matched app=[autonomous-vehicle] harm=[physical-safety]
data/t3_split.csv,710,t3_split,T3b,medium,incident families app=[content-moderation] harm=[misinformation-content]; filing matched app=[content-moderation] harm=[]
data/t3_split.csv,712,t3_split,T3a,high,incident families app=[generative-llm] harm=[misinformation-content]; filing matched app=[generative-llm] harm=[misinformation-content]
data/t3_split.csv,714,t3_split,T3b,medium,incident families app=[generative-llm] harm=[]; filing matched app=[generative-llm] harm=[]
data/t3_split.csv,718,t3_split,T3b,low,incident families app=[speech-nlp] harm=[]; filing matched app=[] harm=[]
data/t3_split.csv,723,t3_split,T3b,medium,incident families app=[] harm=[discrimination-bias|harmful-content-minors]; filing matched app=[] harm=[harmful-content-minors]
data/t3_split.csv,731,t3_split,T3a,high,incident families app=[generative-llm] harm=[misinformation-content]; filing matched app=[generative-llm] harm=[misinformation-content]
data/t3_split.csv,734,t3_split,T3a,high,incident families app=[generative-llm] harm=[misinformation-content]; filing matched app=[generative-llm] harm=[misinformation-content]
data/t3_split.csv,743,t3_split,T3b,medium,incident families app=[generative-llm|predictive-scoring] harm=[privacy-surveillance]; filing matched app=[] harm=[privacy-surveillance]
data/t3_split.csv,744,t3_split,T3a,high,incident families app=[generative-llm] harm=[service-quality]; filing matched app=[generative-llm] harm=[service-quality]
data/t3_split.csv,748,t3_split,T3b,medium,incident families app=[generative-llm] harm=[misinformation-content|service-quality]; filing matched app=[generative-llm] harm=[]
data/t3_split.csv,750,t3_split,T3b,medium,incident families app=[generative-llm] harm=[service-quality]; filing matched app=[generative-llm] harm=[]
data/t3_split.csv,758,t3_split,T3b,medium,incident families app=[content-moderation] harm=[harmful-content-minors|physical-safety|service-quality]; filing matched app=[content-moderation] harm=[]
data/t3_split.csv,770,t3_split,T3a,high,incident families app=[generative-llm] harm=[harmful-content-minors|misinformation-content]; filing matched app=[generative-llm] harm=[misinformation-content]
data/t3_split.csv,773,t3_split,T3b,medium,incident families app=[generative-llm] harm=[]; filing matched app=[generative-llm] harm=[]
data/t3_split.csv,778,t3_split,T3b,low,incident families app=[] harm=[discrimination-bias|service-quality]; filing matched app=[] harm=[]
data/t3_split.csv,788,t3_split,T3a,high,incident families app=[recommender-ranking] harm=[harmful-content-minors]; filing matched app=[recommender-ranking] harm=[harmful-content-minors]
data/t3_split.csv,789,t3_split,T3b,medium,incident families app=[content-moderation] harm=[]; filing matched app=[content-moderation] harm=[]
data/t3_split.csv,791,t3_split,T3b,low,incident families app=[] harm=[harmful-content-minors|service-quality]; filing matched app=[] harm=[]
data/t3_split.csv,794,t3_split,T3a,high,incident families app=[autonomous-vehicle] harm=[service-quality]; filing matched app=[autonomous-vehicle] harm=[service-quality]
data/t3_split.csv,796,t3_split,T3a,high,incident families app=[content-moderation] harm=[privacy-surveillance|service-quality]; filing matched app=[content-moderation] harm=[service-quality]
data/t3_split.csv,803,t3_split,T3a,high,incident families app=[generative-llm|recommender-ranking] harm=[misinformation-content]; filing matched app=[generative-llm|recommender-ranking] harm=[misinformation-content]
data/t3_split.csv,838,t3_split,T3b,medium,incident families app=[generative-llm] harm=[]; filing matched app=[generative-llm] harm=[]
data/t3_split.csv,845,t3_split,T3b,low,incident families app=[generative-llm] harm=[physical-safety]; filing matched app=[] harm=[]
data/t3_split.csv,846,t3_split,T3b,medium,incident families app=[] harm=[misinformation-content]; filing matched app=[] harm=[misinformation-content]
data/t3_split.csv,853,t3_split,T3b,low,incident families app=[autonomous-vehicle] harm=[]; filing matched app=[] harm=[]
data/t3_split.csv,854,t3_split,T3b,medium,incident families app=[autonomous-vehicle] harm=[physical-safety]; filing matched app=[] harm=[physical-safety]
data/t3_split.csv,857,t3_split,T3b,medium,incident families app=[] harm=[physical-safety]; filing matched app=[] harm=[physical-safety]
data/t3_split.csv,859,t3_split,T3b,medium,incident families app=[] harm=[misinformation-content|service-quality]; filing matched app=[] harm=[misinformation-content]
data/t3_split.csv,861,t3_split,T3b,low,incident families app=[] harm=[harmful-content-minors|misinformation-content]; filing matched app=[] harm=[]
data/t3_split.csv,873,t3_split,T3a,high,incident families app=[recommender-ranking] harm=[harmful-content-minors]; filing matched app=[recommender-ranking] harm=[harmful-content-minors]
data/t3_split.csv,881,t3_split,T3a,high,incident families app=[autonomous-vehicle|robotics-automation] harm=[physical-safety]; filing matched app=[autonomous-vehicle|robotics-automation] harm=[physical-safety]
data/t3_split.csv,885,t3_split,T3a,high,incident families app=[generative-llm|predictive-scoring] harm=[misinformation-content]; filing matched app=[generative-llm|predictive-scoring] harm=[misinformation-content]
data/t3_split.csv,889,t3_split,T3a,high,incident families app=[autonomous-vehicle] harm=[physical-safety|service-quality]; filing matched app=[autonomous-vehicle] harm=[physical-safety]
data/t3_split.csv,892,t3_split,T3b,low,incident families app=[] harm=[misinformation-content]; filing matched app=[] harm=[]
data/t3_split.csv,934,t3_split,T3b,low,incident families app=[speech-nlp] harm=[service-quality]; filing matched app=[] harm=[]
data/t3_split.csv,939,t3_split,T3b,medium,incident families app=[] harm=[privacy-surveillance]; filing matched app=[] harm=[privacy-surveillance]
data/t3_split.csv,940,t3_split,T3a,high,incident families app=[autonomous-vehicle] harm=[physical-safety]; filing matched app=[autonomous-vehicle] harm=[physical-safety]
data/t3_split.csv,952,t3_split,T3b,low,incident families app=[speech-nlp] harm=[service-quality]; filing matched app=[] harm=[]
data/t3_split.csv,956,t3_split,T3a,high,incident families app=[generative-llm] harm=[ip-copyright]; filing matched app=[generative-llm] harm=[ip-copyright]
data/t3_split.csv,957,t3_split,T3a,high,incident families app=[recommender-ranking] harm=[physical-safety|service-quality]; filing matched app=[recommender-ranking] harm=[physical-safety|service-quality]
data/t3_split.csv,963,t3_split,T3a,high,incident families app=[generative-llm] harm=[harmful-content-minors|physical-safety]; filing matched app=[generative-llm] harm=[harmful-content-minors|physical-safety]
data/t3_split.csv,967,t3_split,T3b,low,incident families app=[generative-llm|recommender-ranking] harm=[misinformation-content|service-quality]; filing matched app=[] harm=[]
data/t3_split.csv,975,t3_split,T3b,medium,incident families app=[generative-llm] harm=[harmful-content-minors]; filing matched app=[generative-llm] harm=[]
data/t3_split.csv,981,t3_split,T3b,low,incident families app=[speech-nlp] harm=[]; filing matched app=[] harm=[]
data/t3_split.csv,993,t3_split,T3b,low,incident families app=[] harm=[service-quality]; filing matched app=[] harm=[]
data/t3_split.csv,995,t3_split,T3b,medium,incident families app=[generative-llm|predictive-scoring] harm=[ip-copyright]; filing matched app=[] harm=[ip-copyright]
data/t3_split.csv,1020,t3_split,T3a,high,incident families app=[generative-llm] harm=[harmful-content-minors]; filing matched app=[generative-llm] harm=[harmful-content-minors]
data/t3_split.csv,1040,t3_split,T3a,high,incident families app=[generative-llm] harm=[harmful-content-minors]; filing matched app=[generative-llm] harm=[harmful-content-minors]
data/t3_split.csv,1097,t3_split,T3b,low,incident families app=[recommender-ranking] harm=[physical-safety|service-quality]; filing matched app=[] harm=[service-quality]
